,OXO-5FI635C Augusta,OXO-5FI661A Augusta,OXO-5FI696 Augusta,OXO-5FIC132 Augusta,OXO-5FIC600 Augusta,OXO-5FIC601 Augusta,OXO-5FIC602 Augusta,OXO-5FIC603 Augusta,OXO-5FIC606C Augusta,OXO-5FIC607 Augusta,OXO-5FIC609A Augusta,OXO-5FIC609B Augusta,OXO-5FIC611A Augusta,OXO-5FIC612A Augusta,OXO-5FIC612B Augusta,OXO-5FIC618A Augusta,OXO-5FIC618B Augusta,OXO-5FIC618C Augusta,OXO-5FIC618D Augusta,OXO-5FIC622A Augusta,OXO-5FIC622B Augusta,OXO-5FIC622C Augusta,OXO-5FIC636A Augusta,OXO-5FIC636B Augusta,OXO-5FIC636C Augusta,OXO-5FQI691B Augusta,OXO-5LI633B Augusta,OXO-5LI650F Augusta,OXO-5LI651E Augusta,OXO-5LI651F Augusta,OXO-5LI652E Augusta,OXO-5LI652F Augusta,OXO-5LI653E Augusta,OXO-5LI653F Augusta,OXO-5LI654E Augusta,OXO-5LI655F Augusta,OXO-5LI656F Augusta,OXO-5LI657E Augusta,OXO-5LI657F Augusta,OXO-5LI658E Augusta,OXO-5LI658F Augusta,OXO-5PIC605A Augusta,OXO-5RIC606_Y Augusta,OXO-5TIC002 Augusta,OXO-5TIC601 Augusta,OXO-5TIC602 Augusta,OXO-5TIC603 Augusta,OXO-5TIC604 Augusta,OXO-5TIC605 Augusta,OXO-5TIC606 Augusta,OXO-5TIC607 Augusta,OXO-5TIC659 Augusta,OXO-_5FI658A Augusta,OXO-_5FI659A Augusta,OXO-_5FI660A Augusta,OXO-_5FI662A Augusta
OXO-5FIC622B Augusta,0.3560856565387347,0.8231082784507837,0.6906800915946474,0.5277731783625486,0.4168961386524286,0.5173406991649991,0.6404080146726252,0.0,0.10523235460655522,0.0,0.0,0.6152310475487099,0.21725159572060004,0.1384378878166901,0.9208109517881149,0.7550399106701442,0.7390140919540791,0.8612358692952569,0.17550932857431922,0.056922488404503646,3.344044184306288,0.62929644212509,0.24623829394885277,0.15611337267514358,0.8536507673223968,1.0538520644314797,0.6597242152110852,0.04987634044423217,1.0780583637097756,0.15362185732062716,0.0915059003581784,0.0,1.2815033038371952,1.240905192198704,1.2757131430046744,0.9063021184387323,1.0334184985594241,0.745523740340098,0.29810949378677565,0.3560567759051527,0.589527645746069,0.08339642620979637,0.7677877012488836,0.0,0.5871321704121608,0.6143236581026197,0.3300939690885025,0.7320327248954146,0.2869834892036258,0.56262264803255,0.6436122110248519,0.0,0.7950700365039154,0.725806638131012,0.8198923061676893,0.793769830470314
OXO-5FIC622C Augusta,0.6324864950539948,0.3749366597835584,0.5375004414017139,0.19747895225977308,0.2617586483450087,0.2517263120540143,0.4405950827935676,0.0,0.1001547905433533,0.0,0.0,0.44069292043583896,0.14884857921985484,0.06589723482722043,0.6324366250211559,0.34194330839381726,0.7025410653382131,0.794588678990563,0.12309845348410464,0.07027913051236734,0.62929644212509,3.344044184306288,0.18775932550740926,0.14326332297543232,0.7410520896376762,0.5038731850648728,0.22803743164185208,0.007581091621712943,0.6958357658088312,0.26396837684603724,0.005248220900223366,0.0,0.6798299208074554,0.5966899832876833,0.3744776427717107,0.5904006948584755,0.6093716765072252,0.3016155538050098,0.22166653097814004,0.0779048170719201,0.3552822424603357,0.1218714695083345,0.5285574863759761,0.1292043934852547,0.30632434769772976,0.5946948899881219,0.36095646805661064,0.4450540889957315,0.2792542548077197,0.3572295017427196,0.40357992405236853,0.0,0.39501136146260807,0.3525724175259195,0.28795966903203496,0.23710847446072014
OXO-5FIC636A Augusta,0.14641995880756253,0.2440940211061462,0.3672205487389739,0.2621366441797517,0.3017214538725166,0.3006692117216416,0.11751594044789959,0.0,0.2713853216188524,0.0,0.03479751258745534,0.07039351156754137,0.09909173105149938,0.28228002192151136,0.28753856550308443,0.20090023337380192,0.20638950031330738,0.15419004635358657,0.006525597922974136,0.12570375119793242,0.24569317592232842,0.18662853669622503,2.9898002060623097,0.7442939714271573,0.4510830862710109,0.47716629225060014,0.2256572851244556,0.05944941496751177,0.39424104260833337,0.2234724973834381,0.03967239363683772,0.03896448793918239,0.5367397682652939,0.4764781163219185,0.5256969723779785,0.4403347354022942,0.25815657990022745,0.20107559174960032,0.029139752250929796,0.18330464901160992,0.493662530481505,0.1300077828731876,0.2707647125886701,0.0,0.08301597459054966,0.2971476141365281,0.24399012789233465,0.17269507083317404,0.14808522362634013,0.18922415149418725,0.17599197848741666,0.0,0.2928103168939953,0.24291736238888761,0.06951051517620943,0.08160231162316034
OXO-5FIC636B Augusta,0.11276722143315254,0.16652436797293868,0.12490701591558562,0.23276454764967003,0.20506314043479357,0.17859817766939967,0.2028758265911268,0.03671473229274813,0.2241320784848182,0.0,0.0,0.10802111063121389,0.1301160240272483,0.20349712104992745,0.19172103428009768,0.12356688815549788,0.24307439226545302,0.12218408293929439,0.0,0.06275274781468587,0.14069774655695566,0.14295297049392097,0.8097484586661952,2.0969216888172055,0.34939357368964497,0.28176366451389834,0.1320231477056124,0.0,0.43834014731030946,0.28221620121222735,0.08684183073993079,0.017509671756265277,0.4017297896708678,0.4180378059984382,0.3571050238077582,0.32228029616181075,0.29617247897389065,0.06218532373784935,0.005937365729173916,0.21722156611468035,0.3048167971993756,0.0,0.2681999866393028,0.0,0.08066135006724107,0.32352655987909085,0.33468193951815417,0.3034505110840815,0.17885001153774915,0.30557431497867515,0.2368185342770115,0.02212838509519477,0.18982834878671406,0.25571895791449384,0.0,0.1280413847488342
OXO-5FIC636C Augusta,0.422046060762018,0.4063969788610762,1.2956541858729598,0.475264818782811,0.44539718940588013,0.45015653253454513,0.7639881606458672,0.0,0.18219000999135382,0.0,0.0,0.8629716111081649,0.31687506797750764,0.29060400662153274,0.9155518142827574,0.9511283465198721,1.1114021247974946,1.1236008654415546,0.03925388408455888,0.11376930322041012,0.8536507673223968,0.7410520896376762,0.4609836301715551,0.35600544792652,3.3440441843062887,1.2152433433173928,0.5149620574562688,0.02474153843784066,1.091792563917758,0.28091769205683104,0.0,0.0,1.432949881190742,1.4685574776184307,0.9648567895068765,0.851262597478831,1.2236490902063308,0.4856526436100057,0.28840873001116796,0.18552782970177129,0.6144412050262784,0.0824985900794073,1.0635987002004965,0.0,0.5258750540121779,1.0274120477801838,0.7459923539951756,0.7391317267381239,0.5172679302012977,0.5375405417511785,0.7892321448628792,0.0,0.3230316115034788,0.2838974709064286,0.2566682495833281,0.257931324588081
OXO-5FQI691B Augusta,0.4401749470707794,0.915830470650866,0.9716457136743974,1.157102384275787,0.6892012652890238,0.7911096301703733,0.9087557350652964,0.0,0.21789513606625732,0.0,0.0,0.8355834142755234,0.2336576443382099,0.2099213125023689,1.2098652631143856,0.900735919883723,1.1961188458709329,1.222207984310377,0.1631126941640888,0.07099944554899595,1.0594285500683847,0.5000688674217808,0.426853115232658,0.28052262514845117,1.222326676650726,2.0394344051965083,0.8066809035103661,0.058444438432644574,1.5296820254383239,0.26059633479701594,0.07470891633201093,0.0002030509173351902,1.8178945664089028,1.6254818580715489,1.7021822929847374,1.1236356336699518,1.5619447718937944,0.779770964225567,0.3465791115446062,0.31144045069251813,0.874180058274904,0.03933523714555376,1.0686423993503056,0.1509879040548885,0.9685990134226268,1.0986645608825087,0.7332730882936316,0.9447606200292697,0.6663736862277818,0.7920449686761764,0.7165108876350361,0.044661000355766145,0.9101837583914012,0.8044404249698967,0.7726003437529458,0.9133183296506036
OXO-5LI633B Augusta,0.08429673872785615,0.4828745139452859,0.2446432278268975,0.3160112884721116,0.41816352166064497,0.5780658016377116,0.3002834900059699,0.0,0.1117219845680113,0.020963848685599196,0.08293717729742722,0.4761037303488016,0.13952096647653356,0.09578993211393971,0.6202572407685707,0.25838566484376857,0.3803917221594997,0.5090853419893671,0.0,0.11408219425457133,0.6597242152110852,0.22803743164185164,0.15361138861519152,0.12181835649329553,0.5149620574562686,0.7975452613747236,1.3046735705124353,0.04520247560349766,0.6315383037405544,0.07078565933596415,0.0,0.01731177179185961,0.8785747695300998,0.6629147285750849,0.5575079923874429,0.16389787816464918,0.6734985449966087,0.3472379722241723,0.24832193856275264,0.11657554681416937,0.47042475205439116,0.06414333831389452,0.45850261824709526,0.0,0.4846217734705103,0.5883953722115598,0.3601840158912908,0.546413096799375,0.27565026079616306,0.4132855217578413,0.46761160445454863,0.0,0.5665411536304825,0.4935201315150579,0.4900291631461924,0.46358091922395284
OXO-5LI650F Augusta,0.024157110173198548,0.021056950119262785,0.032093296421255246,0.012134016946987236,0.0,0.021867720640554422,0.0,0.06261684128042821,0.0,0.051818174496197855,0.037538911402718256,0.0,0.0,0.02623694534800025,0.015115535739739894,0.02446791368980117,0.004147551884878586,0.04088255244563177,0.0,0.0,0.03839894387279519,0.0,0.05957631875183966,0.003364595838961426,0.04787601929467655,0.04781330248717719,0.010057280172305338,0.07307634679095276,0.06350126434971659,0.0,0.0,0.01950457869734956,0.0,0.008801195006975515,0.0890522943795482,0.054955406939657614,0.0482333649033837,0.0,0.02651111445050791,0.09490081913440207,0.021095389744237414,0.0,0.018874842677079506,0.008794714857746744,0.0,0.007931960182131492,0.011123412472884953,0.0012234650215283693,0.0005248963591435452,0.007266463599878037,0.0,0.0,0.007725810997405658,0.025178307485300033,0.015142454953699813,0.0
OXO-5LI651E Augusta,0.391048286596809,0.842337492259039,0.9901302745011704,0.804270883761276,0.7657875174076758,0.9254472000904945,0.5901684248885011,0.0,0.3449088242347562,0.0,0.0,1.0228642088678965,0.2163451593223118,0.23331379565721422,1.1500630006788057,0.8364769432391266,0.9844714188756587,1.0353774583839148,0.0,0.02499725939742614,1.0780583637097756,0.694585765808831,0.3949365307916808,0.4502242366397118,1.0917925639177581,1.5316383746446727,0.6315383037405544,0.06814155169524039,3.340710850972955,0.2850748365503155,0.0,0.0,1.6631257207425083,1.7146949509706348,1.229836437218176,1.225479385411293,1.7447262630634435,0.9635722528420252,0.5253648153445818,0.39831607861599716,0.9494173525848177,0.11726708905850813,1.1945122866034028,0.049565397582416626,0.7287502262130041,1.2468317218049632,0.7929444671239558,0.9938397834419694,0.6054459617668426,0.8398077464696092,1.1063439565600053,0.0,0.8694583575737314,0.8767391696924762,0.8800117536177741,0.7918082885637197
OXO-5LI651F Augusta,0.046880268394621005,0.01567849016697398,0.384769241495178,0.05980157774110184,0.18442825878635682,0.14058834509437768,0.21720122721209378,0.0,0.9978544449245192,0.0,0.0,0.3529843725201811,0.882081292376347,0.44720831038077513,0.15544439773057217,0.2129355459719724,0.39972749900540316,0.2686693195938852,0.09107544434056702,0.13398621812511813,0.15362185732062716,0.26396837684603724,0.21844285219202808,0.2779407984748681,0.28091769205683104,0.2568641062017649,0.07078565933596437,0.0,0.2850748365503155,3.344044184306288,0.24775466172438598,0.0,0.5185143207839791,0.4828623323201304,0.21378274262405217,0.6162397944226439,0.28536388845687943,0.3001525156462921,0.32674470925278376,0.5930678737130441,0.45909314051595906,0.004554970917844958,0.1701844134260151,0.0,0.04396834823850915,0.3780751234555,0.25145150561322716,0.1470793660768095,0.1798893678731477,0.08894828647944397,0.2883171020971611,0.07002427030597946,0.09860454631270166,0.17016118774403788,0.04572655273540294,0.147981221828422
OXO-5LI652E Augusta,0.0,0.0,0.0,0.05372734306044036,0.06300806372613543,0.0785156369442408,0.007140529070350787,0.0,0.13233254729584853,0.0,0.0,0.04415243609076658,0.14843490449073116,0.0731381559744615,0.019445659028562545,0.0,0.026953669558740234,0.006882481077395308,0.09913092440549187,0.01448819259826939,0.0915059003581784,0.005248220900223366,0.03650776090115304,0.08153156966616493,0.0,0.06444347440653297,0.0,0.0,0.0,0.24775466172438598,3.3440441843062887,0.0,0.12099622398309773,0.10681565509525415,0.07434606715579806,0.027313273699115292,0.0,0.0,0.0504272600836817,0.10354165511685665,0.06622443893981611,0.0,0.0,0.022891814179449188,0.0,0.0,0.016679973329151387,0.0,0.03919263330227585,0.0,0.0,0.031877526506888465,0.0,0.0,0.05343105898994249,0.022576090073080035
OXO-5LI652F Augusta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044854787485294256,0.0,0.06184913659824964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXO-5LI653E Augusta,0.5877624936371881,0.9389163021068461,1.1817919356121633,0.6948034134672256,0.9306740133619145,0.8910783481798363,0.8993721167726214,0.0,0.5173184273836116,0.0,0.0,1.1596980478131056,0.4502260155049891,0.30480738480084746,1.2563990163097865,1.0246624221933267,1.267410281118103,1.503596508247877,0.17051838276481623,0.17216512138282747,1.2815033038371952,0.6798299208074554,0.5484596675031459,0.3989618282985048,1.432949881190742,1.8150374235517601,0.8785747695300996,0.0136410778427134,1.6631257207425083,0.5185143207839791,0.12099622398309773,0.0,3.344044184306288,2.3906193716008586,0.5593397941310676,1.3790120018999064,1.7743450689404978,1.0111177120518215,0.41587522780165065,0.654505326874272,1.0428573140690687,0.0617417017192845,1.1914643506221032,0.0,0.9212561060166697,1.5280555408061374,1.0376409364253965,1.221504076441478,0.8517521123261114,1.0111904272186698,1.072250616250117,0.0,0.9715664956995953,0.9411965430310296,0.8602957649363554,0.827320407455213
OXO-5LI653F Augusta,0.5141560219188146,0.9003496961516002,1.1693844167469996,0.7455495082386858,0.925454927456133,0.8782463136637078,0.8477002866758334,0.0,0.4971621189115547,0.0,0.0,1.1977802423552362,0.42508355910842566,0.30254612362961764,1.2424274254116634,1.1289937557889869,1.3058294373892991,1.4987703439952305,0.223453284997571,0.2252827124209058,1.2409051921987042,0.5966899832876833,0.4742600862038886,0.41740818880150377,1.4685574776184307,1.6104540802937706,0.6629147285750845,0.02088934193916181,1.7146949509706348,0.4828623323201304,0.10681565509525415,0.0,2.390619371600858,3.3440441843062887,0.6960146139020891,1.299781946324355,1.924194383173421,0.9357628655405046,0.4921613245897474,0.6695178231064927,1.0582268622966464,0.10956583808843279,1.2390750009145886,0.04854710256560102,0.8780770344199502,1.5066793295000571,0.9874747161170885,1.1857982077559246,0.8049138598572472,0.9320195648211933,1.1413981513539992,0.0,0.9537700081775702,0.9062039220085443,0.7951464064745299,0.7929200879946405
OXO-5LI654E Augusta,0.3410350924405767,0.5776298144900756,0.8512837514617337,0.8160276123552039,0.5102767047582601,0.6221532441768698,0.9898143592056856,0.0,0.21907048813972496,0.0,0.0,0.697815079930602,0.20984573470735457,0.2708850431856815,1.1347169188983877,0.8674243710492457,1.1724984843840716,0.9430286645632526,0.08486351435759909,0.175622772791598,1.2757131430046744,0.3744776427717107,0.5267386390446447,0.3560958989456924,0.9648567895068765,1.7088489596514038,0.5575079923874431,0.09963330472851162,1.2298364372181765,0.21378274262405217,0.07434606715579806,0.0,0.5593397941310676,0.6960146139020891,3.3382108509729544,0.5374677583012422,1.2396389388103033,0.6815964302948037,0.39231726738082395,0.3856807700371936,0.618806260529569,0.09210175776695317,1.0089992385983055,0.019539391938916406,0.8036549244053948,0.8022352895445837,0.7945994672581502,0.8275074483597371,0.6287817577084986,0.7773211629135148,0.5754919393117828,0.055691638332808324,0.6307456050712894,0.5101976862647972,0.5537835680615415,0.5836623551934763
OXO-5LI655F Augusta,0.3624955661571727,0.7002315459305364,0.9770057685207623,0.39561927301892474,0.46604432263567164,0.48232240054186803,0.49065010793802033,0.0,0.35631838164247265,0.0,0.0,0.7103909781762554,0.5371361084353068,0.16699521553060936,0.7497176159542938,0.5424146430327217,1.0577991254979704,0.794578199210918,0.0666137372508846,0.07997238838835585,0.9063021184387323,0.5904006948584755,0.4411266608681328,0.32082750161086704,0.851262597478831,1.1227265427608608,0.16389787816464896,0.059455406939656896,1.225479385411293,0.6162397944226439,0.027313273699115292,0.0,1.3790120018999064,1.2997819463243552,0.5373185045698987,3.3440441843062882,1.1348618073826926,1.1030425424100527,0.5965937726756043,0.5902997763722109,0.8759393750787359,0.07911459539318155,0.7184173906295368,0.001739785876738953,0.38302528616703846,0.9984444267640611,0.5040480496632975,0.6358099079724666,0.3749602116874393,0.37535325558141386,0.7970858683097823,0.0,0.5630923119463485,0.7424674325293417,0.5788702071590976,0.5634543339533233
OXO-5LI656F Augusta,0.3901595262367019,0.8096429665109723,0.9388251129675558,0.9295098738708663,0.7837917050823688,0.8312754366891575,0.5973923522748161,0.0,0.3149706788937361,0.0,0.0,1.0490208863994233,0.29868160040448233,0.2057973955558725,1.1550999413640746,0.8581574250233266,1.0550740706267292,1.1368123813979563,0.0,0.16369893360046595,1.0334184985594241,0.6093716765072252,0.26160287543475835,0.2837598147741991,1.2236490902063308,1.5606114385604615,0.6734985449966087,0.04623336490338392,1.7472262630634434,0.28536388845687943,0.0,0.0,1.7743450689404978,1.9241943831734207,1.240472272143637,1.1348618073826928,3.3440441843062882,0.8184989641023281,0.5467154279352076,0.3495388898894616,1.0051914558728043,0.1560493683555193,1.1631133735058987,0.13560796148867027,0.7988033140052471,1.1728390184836348,0.6965816763820163,1.005160930617854,0.5919856822500766,0.7857990712788743,1.0764339149813633,0.040701785056247,0.8332452402846542,0.7650419647385696,0.7720462334373539,0.7437968339506442
OXO-5LI657E Augusta,0.2719924725144862,0.5494551921266146,0.5769683187173369,0.19924390816616322,0.5323676224620306,0.3616224600950093,0.39979568426247614,0.0,0.05408179963063553,0.0,0.0,0.40335864775207053,0.22905976684886697,0.14399953013420053,0.5565911060721,0.3869133259197879,0.522037206975194,0.4916224625816419,0.08932674984668587,0.0,0.745523740340098,0.3020917442812001,0.1984098494446136,0.07600994563894314,0.48676375472111655,0.7776763921309948,0.34473797222417213,0.008088692171279277,0.9635722528420252,0.30158108707486386,0.0,0.0,1.0111177120518215,0.9357628655405046,0.6817456840261467,1.1022733116408214,0.8170703926737564,3.3357108509729554,0.3399688630326403,0.4628120262519313,0.2709661271997832,0.01290045045942767,0.5347560656491988,0.015135666913330237,0.29493652615449273,0.4793952149773304,0.37890325939994796,0.5577830093761413,0.29092657672609423,0.40335520657305723,0.4794193147483896,0.019994492745379677,0.543925740336288,0.576176303965505,0.5269751998920431,0.5809023215296016
OXO-5LI657F Augusta,0.10579953810127263,0.2206144088308708,0.275089242147311,0.07568791664220775,0.1544090951688757,0.46589270187895515,0.06643857416746624,0.0,0.36432783091459253,0.0,0.0,0.3636048283116988,0.8275454788793861,0.1253252496827595,0.32676216663778535,0.23098199384601248,0.3824372384172503,0.38300747002507807,0.0,0.09176216372433776,0.29810949378677565,0.22166653097814004,0.0283504843221718,0.010427827537085044,0.28840873001116796,0.34081776458887747,0.2483219385627522,0.020677781117174554,0.5246505296302959,0.32674470925278376,0.0504272600836817,0.0,0.41587522780165065,0.4921613245897474,0.3924927059773151,0.5965937726756043,0.5467154279352076,0.34139743446121207,3.344044184306288,0.23210812606492448,1.085490655547448,0.0,0.22521249428769963,0.0222617705225141,0.06815378421527774,0.5059636751526897,0.09936543585360758,0.27385354613941004,0.06544852979279758,0.15823186489885455,0.4945292985695384,0.05773977390407703,0.2671084327395463,0.2653415532988759,0.23821739747334147,0.2315730514755523
OXO-5LI658E Augusta,0.11753676305692773,0.3628572768039455,0.2953474663394364,0.1907277644540586,0.4055420611972931,0.22558175827120186,0.3228099715704258,0.0,0.3857457768593595,0.0,0.0,0.32134209960409166,0.7024314903319318,0.36263752934207405,0.28575180622961405,0.3944157022554333,0.24229976261426112,0.2576873177964334,0.0,0.15888804383835664,0.3560567759051527,0.0779048170719201,0.18261716982413123,0.23142244645115229,0.18518201865007766,0.3123269334907657,0.11457554681416893,0.09490081913440207,0.3985431848431036,0.5935440641892349,0.10354165511685665,0.0,0.6541719935409387,0.6707727250672768,0.3856807700371938,0.5902997763722109,0.3499128394692934,0.4628120262519313,0.23414997310677155,3.340710850972955,0.4172599364042453,0.04517062384801562,0.3123867533624365,0.0,0.1263704477258636,0.264992224475042,0.248017560427916,0.17614866010829955,0.16292428436371775,0.12547173248276478,0.2903687227665208,0.08196958509281282,0.3217254641306857,0.42873931389688114,0.3322857057694657,0.3608064717998487
OXO-5LI658F Augusta,0.04002904835424248,0.5519077326991493,0.564625762383181,0.3541298479178896,0.600479814163299,0.6794800289255574,0.15877937071306736,0.0,0.513212724944053,0.0,0.0,0.6147592919347855,0.687529473043877,0.19524218299728524,0.5830249504100289,0.6354811935407922,0.6431165889617851,0.6678092940895097,0.0546559253411667,0.16131701640529572,0.589527645746069,0.3552822424603357,0.4887014445086546,0.30569072902527017,0.6144412050262784,0.872771917351471,0.4704247520543907,0.02762749652634522,0.9494173525848177,0.45909314051595906,0.06622443893981611,0.0,1.0428573140690687,1.0582268622966464,0.6188062605295688,0.8759393750787359,1.0051914558728043,0.2709661271997832,1.085490655547448,0.4182599364042452,3.344044184306288,0.017482684409562133,0.5079499278710098,0.0,0.30050079245758177,0.8049427404884257,0.307018962427819,0.45533385412730754,0.18482211208785637,0.4278945208330893,0.7017220655149896,0.08534165965858964,0.42369404898747254,0.5677206656412643,0.46579446651001755,0.4917788180285396
OXO-5PIC605A Augusta,0.0,0.0811463159152539,0.0719187224106248,0.11252773443008124,0.0,0.03605041480304605,0.08816081451330327,0.0,0.037801768559460935,0.0,0.0,0.05542783611631963,0.0028594939287751586,0.0,0.0835275358889116,0.019545844180864247,0.0,0.04277314446657732,0.0,0.006995323342649851,0.08339642620979637,0.1218714695083345,0.1262594062498108,0.0,0.0824985900794073,0.049021384331700446,0.0641433383138943,0.0,0.11726708905850813,0.004554970917844958,0.0,0.0,0.0617417017192845,0.10956583808843279,0.09164721231240769,0.07911459539318155,0.1560493683555193,0.012131219690196815,0.0,0.04517062384801562,0.017482684409562133,3.3440441843062882,0.13308984786459055,0.06886526476245569,0.058696104820504136,0.10204215072075362,0.03348122750199911,0.06134954503411727,0.07996340806418534,0.15789736427721124,0.11670822696769179,0.02184980888246857,0.19002692583337133,0.1397380913786268,0.12011421605872119,0.13531530249880586
OXO-5RIC606_Y Augusta,0.4531588674421294,0.7141893570042102,0.799268571220006,0.4354853570959558,0.46807354212052,0.5608945265921661,0.5996113263407219,0.0,0.0,0.0,0.0,0.8299792316805492,0.13403840669123301,0.04858381903930242,1.4764469434289609,0.6092059314547482,0.8499062488535136,0.7009321571190457,0.0,0.06818813761084996,0.7677877012488836,0.5285574863759761,0.28159333884829296,0.2798301661725602,1.0635987002004965,1.060076910315776,0.45850261824709504,0.018874842677079506,1.1945122866034026,0.1701844134260151,0.0,0.0,1.1914643506221034,1.2390750009145883,1.0089992385983053,0.7184173906295368,1.1631133735058987,0.5347560656491988,0.22521249428769963,0.3123867533624365,0.5079499278710098,0.13308984786459055,3.344044184306288,0.14718908959367827,0.5635360504492115,0.8446175109579754,0.6262609712465892,0.8889116468725051,0.5549913811402161,0.8006060034390456,0.6984578623592506,0.15911628613875495,0.6821928608874186,0.661077897602464,0.6265204899296974,0.718296700210042
OXO-5TIC002 Augusta,0.05279398794773149,0.05112605842980722,0.059529628287979364,0.021858578654991412,0.0,0.0,0.11315050387631898,0.0,0.0,0.0,0.0,0.0,0.0,0.002942541893586892,0.07850148474764129,0.014442476154504558,0.0,0.0,0.0,0.0,0.0,0.1292043934852547,0.0,0.002483746128144837,0.0,0.1569736721117163,0.0,0.005208704667335695,0.049080257722276865,0.0,0.021891814179448854,0.0,0.0,0.04854710256560102,0.0245393919389163,0.001213470087265467,0.13517939006009883,0.013469000246663754,0.0222617705225141,0.0,0.0,0.07011526476245544,0.14618908959367793,3.3415441843062883,0.05292216443133846,0.0,0.025049034873962484,0.03942504658318757,0.022650203951759984,0.04467896959998674,0.028959083843498323,0.1356076869432834,0.007678878813857093,0.056169939576675265,0.11847576116539527,0.05087207875668165
OXO-5TIC601 Augusta,0.2764189036549536,0.6834409190097137,0.4438370975089625,0.19466420955575847,0.6421822507255674,0.5366120349755348,0.4911581014829167,0.0,0.13138506884862666,0.0,0.0,0.42742594977637616,0.033663584923738554,0.027177489059257987,0.6803181031538275,0.1979611634720566,0.5817996950093298,0.617569175395102,0.043007999027042665,0.07665975865742558,0.5871321704121608,0.30632434769772976,0.08847207404664914,0.09860966892660672,0.5258750540121779,0.966599013422627,0.4846217734705105,0.0,0.7287502262130041,0.04396834823850915,0.0,0.0,0.9212561060166697,0.8780770344199502,0.8036549244053948,0.38302528616703846,0.7988033140052473,0.29493652615449295,0.06815378421527774,0.1303704477258636,0.300500792457582,0.058696104820504136,0.5635360504492115,0.05292216443133846,3.344044184306288,0.74878616620377,0.4960006030338886,0.7128134263409169,0.4684309804584901,0.668869047040404,0.5606009022869585,0.07891739388151198,0.6734605502206936,0.6517246140378625,0.5721335357286039,0.6636215608672302
OXO-5TIC602 Augusta,0.45017235324741733,0.6684274820227096,0.7843897041024586,0.34371431148928977,0.6548881100545376,0.842669962719989,0.4133409824872585,0.0,0.2905470139197086,0.0,0.0,0.8468744031513067,0.3555784463369842,0.3799804206147095,0.847833764420336,0.5715575749653343,1.0427061235295838,1.0307929073456878,0.15471292647826873,0.06601232069738971,0.6143236581026197,0.5946948899881219,0.2974528089417223,0.32935902777921644,1.0274120477801838,1.108869787428873,0.58839537221156,0.013474956743898758,1.2468317218049632,0.3780751234555,0.0,0.0,1.5280555408061374,1.506679329500057,0.8022352895445839,0.9984444267640611,1.1728390184836348,0.48034759592971144,0.5059636751526897,0.2671562173449171,0.8049427404884257,0.10204215072075362,0.8446175109579754,0.0,0.7487861662037698,3.344044184306288,0.9696457567720671,1.246727099044187,0.5619392282898201,0.8027502780765512,1.0376431405237678,0.0,0.709810110409089,0.7030957241309457,0.5701229009036939,0.6499342432235857
OXO-5TIC603 Augusta,0.25420959371998464,0.3035491059154949,0.6235953815888076,0.318789784862588,0.32475209473829736,0.4427559918491406,0.4290730762673043,0.0,0.09668433614446226,0.0,0.0,0.5673296534427796,0.13245469793457998,0.13342028140001316,0.6558894499432486,0.42535518038726705,0.753949484401887,0.6028216401554551,0.05464110377769282,0.053474888080625504,0.32979985144144397,0.36095646805661086,0.2531611235633302,0.3432204058538213,0.7459923539951756,0.7269969940175369,0.3601840158912908,0.01729007913955094,0.7954444671239558,0.25145150561322693,0.016013306662483906,0.0,1.0376409364253967,0.9874747161170887,0.7945994672581502,0.5040480496632975,0.6965816763820163,0.3823159578126465,0.09936543585360758,0.2529391290553671,0.307018962427819,0.03348122750199911,0.6262609712465892,0.025049034873962484,0.49594273266351774,0.9698957567720672,3.3440441843062887,0.7170733817314789,0.657245798115218,0.6467907907855834,0.6632507892110802,0.02317893297345508,0.36265668366157655,0.317471857313246,0.2689936972448015,0.3184143435961768
OXO-5TIC604 Augusta,0.37772685185298727,0.6715304500614019,0.6971894294795429,0.3141100987616414,0.5325504384065811,0.7320449863174869,0.5283584792714922,0.0,0.09726191092552527,0.0,0.0,0.6100394207874338,0.17922239690301023,0.24466563505833472,0.8856791834933597,0.5485999912188206,0.7678806331903876,0.7525737486517743,0.06852152150742752,0.10029420918820309,0.7320327248954146,0.4450540889957315,0.17328330612729115,0.2932840869286437,0.7391317267381239,0.9531917167103665,0.546413096799375,0.0,0.9938397834419697,0.1470793660768095,0.0,0.0,1.221504076441478,1.1857982077559246,0.8275074483597371,0.6358099079724664,1.0051609306178542,0.5572915563846883,0.27385354613941004,0.17814166710130674,0.45533385412730754,0.06134954503411727,0.8889116468725051,0.03942504658318757,0.7128134263409169,1.246727099044187,0.7167792640844204,3.344044184306288,0.8776748237581322,1.1443075949832995,0.9954720888975115,0.0,0.7649561302572214,0.6703746167878291,0.6040521628558826,0.7133027075773364
