Date,OXO-5FI635C Augusta,OXO-5FI661A Augusta,OXO-5FI696 Augusta,OXO-5FIC132 Augusta,OXO-5FIC600 Augusta,OXO-5FIC601 Augusta,OXO-5FIC602 Augusta,OXO-5FIC603 Augusta,OXO-5FIC606A Augusta,OXO-5FIC606C Augusta,OXO-5FIC607 Augusta,OXO-5FIC609A Augusta,OXO-5FIC609B Augusta,OXO-5FIC611A Augusta,OXO-5FIC611B Augusta,OXO-5FIC612A Augusta,OXO-5FIC612B Augusta,OXO-5FIC618A Augusta,OXO-5FIC618B Augusta,OXO-5FIC618C Augusta,OXO-5FIC618D Augusta,OXO-5FIC622A Augusta,OXO-5FIC622B Augusta,OXO-5FIC622C Augusta,OXO-5FIC636A Augusta,OXO-5FIC636B Augusta,OXO-5FIC636C Augusta,OXO-5FQI691B Augusta,OXO-5LI633B Augusta,OXO-5LI650F Augusta,OXO-5LI651E Augusta,OXO-5LI651F Augusta,OXO-5LI652E Augusta,OXO-5LI652F Augusta,OXO-5LI653E Augusta,OXO-5LI653F Augusta,OXO-5LI654E Augusta,OXO-5LI654F Augusta,OXO-5LI655F Augusta,OXO-5LI656F Augusta,OXO-5LI657E Augusta,OXO-5LI657F Augusta,OXO-5LI658E Augusta,OXO-5LI658F Augusta,OXO-5PIC605A Augusta,OXO-5RIC606_Y Augusta,OXO-5TIC002 Augusta,OXO-5TIC601 Augusta,OXO-5TIC602 Augusta,OXO-5TIC603 Augusta,OXO-5TIC604 Augusta,OXO-5TIC605 Augusta,OXO-5TIC606 Augusta,OXO-5TIC607 Augusta,OXO-5TIC659 Augusta,OXO-_5FI658A Augusta,OXO-_5FI659A Augusta,OXO-_5FI660A Augusta,OXO-_5FI662A Augusta
2019-11-01 10:00:00,6407.449617513021,23406.97885742188,10385.354845063026,116.6011235955056,2050.450216674805,64.99521509806316,5068.461983816965,0.0,,2.0794230282306674,0.0,0.0,2453.0843831380216,2246.428323184743,,0.0094758532941341,9.001754973545548,2639.402290852865,3632.560172526042,4016.143977864584,2142.721111393777,0.0341988183247452,2799.6405273437504,3399.98422241211,7999.98095703125,7999.98095703125,2773.091003922392,74618.984375,1554.4304935676005,0.0,2071.27508951823,2082.449829101564,1.7077923081502198,0.0,1545.2769714355477,1301.1566242817016,5898.790884322479,,4705.376114908854,5829.684460449219,8892.40564272584,1336.7262147534798,8932.900146484375,6299.783457523635,183.9661371866862,0.1999934632331132,298.0369771321615,154.9587440490723,131.89408493042,134.00303410301527,130.55904426574716,132.9875438690186,134.0010299682619,130.64121398925784,297.953514162174,21731.05613606771,22932.55877278646,22097.900472005207,22131.84412434896
2019-11-01 11:00:00,6335.004012044271,23514.32237955729,10399.763362630209,235.75,2041.8631103515631,64.13210639953613,5063.090368652343,0.0,,2.0100291642275727,0.0,0.0,2450.403009588069,2252.844474283856,,0.0094758532941341,8.997430078188579,2632.685851546359,3633.1313113378105,4016.9915236796232,2163.0751993815115,0.0074461318839235,2772.007403564453,3388.6404846191413,7999.98095703125,7990.508050587551,2769.0700847721905,74618.984375,1554.423105875651,0.0,2070.5072428385424,2088.196704101563,2.2365911205609645,0.0,1545.8553559118966,1304.5141119436066,5925.19241913094,,4626.321024576823,5832.76513671875,8891.666536458333,1359.3593891238386,8931.93515625,6413.205501302084,183.98908958435055,0.2000871053586403,297.96709187825525,155.01078296308762,131.8723406831096,133.99940872192388,130.56820017496747,133.03831952412924,133.9684333801272,130.7552786509197,298.0774149576824,21846.12550455729,23029.682259114583,22220.081966145837,22269.72423502604
2019-11-01 12:00:00,6333.084765625,23396.279132746848,10415.00702311198,343.22222222222223,2031.8680450439456,63.57940899531047,5004.209436035157,0.0,,1.61440437634786,0.0,0.0,2484.4491780598964,2235.9743268982447,,0.0092492568073794,8.98955042362213,2634.8438395182297,3634.171181233725,4014.912915039063,2288.8516795260853,0.0368540647856961,2634.082458496094,3120.0479410807297,4120.647349223617,1095.0064714317582,2777.5418247191374,74618.984375,1554.0467224121091,0.0,2070.051003011068,2031.9235491071431,2.4566394642364884,0.0,1546.5134552001955,1234.1974395751956,5951.09792706145,,4510.45728547908,5771.949715169271,8893.537890625,1335.033594980962,8938.41098753874,6113.910616283574,183.96874376932783,0.2002067071696122,298.0111389160157,155.05479948185692,132.0523757934571,133.9843215942383,130.4919434865317,132.98662935892742,133.9532699584962,130.92810846964522,297.99928741455085,21808.64696034664,22924.52015493697,22111.967519038863,22124.096195509454
2019-11-01 13:00:00,6473.538468424479,23363.895080061982,10405.199477014465,673.0833333333334,2076.9039686186984,67.29673280715943,5004.322265625,0.0,,1.4244744497187,0.0,0.0,2519.500734473477,2225.413342285157,,0.0085769581400658,8.966591602613946,2533.203619436056,3549.7544212020757,3911.5897965631566,2125.916990152996,5.9000717190057245e-05,2589.5944051106776,3185.035900878907,0.0290600915872356,0.0,2780.998758780857,74618.984375,1553.941161083574,0.0,2072.0578776041675,2040.0496846516935,5.758485609743777,0.0,1546.607669067383,1238.8747945149744,5975.479903157552,,4436.98437093099,5789.295999322056,8892.795535253099,1313.652993446541,8937.72159016927,5925.32509765625,183.9979901631673,0.1971675874044497,298.0247512945609,154.91696319580078,132.1376914978028,134.01106262207037,130.61753999084988,132.97876993815103,134.01129150390636,130.98983319600424,297.8009221394857,21780.66553137913,22894.43646694215,22078.552669808883,22018.616299715908
2019-11-01 14:00:00,6003.975577799479,23292.977620442707,10420.073518880208,312.967032967033,2067.349730436468,66.93572171529134,5004.061172359246,0.0,,1.947813975811005,0.0,0.0,2595.337573847496,2224.345998128256,,0.0087903513173971,8.954463548896726,2517.560482308885,3538.032206385589,3897.2163328060433,2132.906164550782,0.0,2400.960858154298,2930.166587320964,2166.871865749359,264.28776369016043,2776.0038134362094,74618.984375,1553.7072774083158,0.0,2071.56356608073,2047.5050364176436,5.330505956302989,0.0,1547.2311456853693,1256.768321736654,6000.604653602789,,4374.962147945115,5818.24505153624,8892.953092447917,1320.3990755481875,8936.73857421875,6018.384063977153,184.0108969370524,0.1965845947464307,298.0268062875291,155.2547691345215,132.0515174865723,134.00967025756842,130.62464211203834,133.02834281921383,134.05413055419933,130.8158962249756,298.1378458487888,21671.84972330729,22832.643017578124,22005.18334960937,21975.74150390625
2019-11-01 15:00:00,6091.00557047526,23192.977766927084,10405.669547526042,2254.527777777778,2056.2540761311857,65.44616451263428,5004.17056197479,0.0,,1.8074309865633649,0.0,0.0,2599.4525085449222,2227.4754740397143,,0.0093625550507567,8.950269722938538,2518.2615397135423,3538.9445760091144,3899.581970214844,2144.959582519532,0.0,2399.7400553385423,2936.2722968093494,7451.266935221354,5984.220007324218,2773.2169589515497,74618.984375,1553.8699961429882,0.0,2069.7215283606665,2038.7147603352864,3.55656008720398,0.0,1546.1529038373162,1256.3387249402767,6025.460104549632,,4293.390405273438,5816.301806237087,8892.748413085938,1322.5057362958414,8937.074432116597,6090.315657552083,184.0272057851156,0.1966480399171511,298.010477701823,154.99740344135708,131.9634904621028,134.01153945922854,130.589029566447,133.00141714400604,134.01323699951183,130.75943070099143,298.0081888834636,21580.058528645837,22718.533626302084,21917.788997395837,21881.07314453125
2019-11-01 16:00:00,6219.926257324219,23195.16487630208,10396.791097689076,6776.488764044944,2058.02838643392,65.35934556325277,5004.284655761719,0.0,,1.798657049735387,0.0,0.0,2600.9536768809094,2227.648517512475,,0.0093625550507567,8.950563278518805,2520.820470473346,3538.135982224922,3899.3206551175167,2152.353918457032,0.0001024516314776,2399.80267944336,2999.725531459841,7990.133817784927,7904.313751477153,2772.9594991048184,74618.984375,1553.8239251759423,0.0,2070.531799829307,2034.2928792317716,3.627287470993876,0.0,1546.9090122191374,1252.0234292935932,6050.696252441407,,4203.454809570312,5818.495002297794,8892.70049894958,1330.2982177734375,8937.37051265496,6127.383605957031,183.99129800235528,0.1966670377800862,298.00411987304693,154.83839681325867,131.8426617078546,134.02042770385745,130.59103215535487,132.9816556567988,133.98185486352756,130.83983479649572,297.9973984395177,21602.86617838541,22726.666569010416,21921.84091796875,21889.52618815104
2019-11-01 17:00:00,6194.575121454832,23245.578369140625,10396.95663578254,6536.805555555556,2051.650423177084,64.52604815165202,5004.322265625,0.0,,1.7021437446276348,0.0,0.0,2606.590690104167,2226.387695312501,,0.0094192041724454,8.95060526529948,2521.104132080079,3538.00175374349,3899.215509033204,2189.041050502233,0.0,2399.908139525342,2999.9413370768234,7903.673315429687,7517.989196777344,2772.834059029572,74618.984375,1553.2676076253256,0.0,2069.925305175781,2031.58684848754,3.1345309679173248,0.0,1546.915126546224,1248.2385060628255,6075.722635904948,,4122.900376383464,5819.440417480469,8892.017415364584,1324.8086313883468,8937.060302734375,6099.617453835227,183.96893450419108,0.1966146777073542,298.0096720206638,155.10559132893883,131.8614745580851,133.99364516314338,130.60972468058267,133.00672566389838,134.00316619873055,130.85845019022628,298.00664590787494,21656.826741536457,22765.795166015625,21954.842236328124,21954.813916015624
2019-11-01 18:00:00,6246.756591796875,23232.998046875,10336.595374868695,6508.214285714285,2065.272036743165,65.41239976882935,5027.217594401041,0.0,,1.54421288172404,0.0,0.0,2590.737625500388,2221.0454874674483,,0.0091926076856907,8.944870507421573,2566.9126198508534,3556.5317947766016,3940.225585937501,2209.881905110678,0.0,2400.1396647135425,2953.6611043294274,3104.488329289206,1042.1704690750123,2696.118334345457,74618.984375,1553.1583467371324,0.0,2070.0682645435177,2027.9409088134776,4.082365353568262,0.0,1546.0762272682514,1241.2204488118507,6100.7719034830725,,4036.958655491349,5819.2404296875,8891.488541666668,1318.160780843099,8937.001806640625,6019.730530298057,184.01727685849528,0.1967419913659493,298.02263387044275,154.81496653837326,131.9894676523761,134.00668486287776,130.64224535624192,132.9805824279785,133.97066907646257,130.98220342000326,297.9789428710938,21657.280891927083,22778.11544596354,21950.811588541663,21967.996256510414
2019-11-01 19:00:00,6135.916366703254,23187.523060005253,10155.94965457128,6520.224719101124,2063.8094045003263,65.82344592412312,5068.186745383523,0.0,,1.3599602083365123,0.0,0.0,2601.7773109243703,2219.3007429138697,,0.0086827655904926,8.950776452777767,2776.363874162947,3587.5443146008406,4016.579645237001,2180.420692633007,0.0,2290.0806773792624,2726.429526774089,20.84459421052433,0.0,2559.805867513022,74618.984375,1552.7002085367835,0.0,2070.7320434570315,2022.3353546142584,4.069835437337558,0.0,1545.6406392415367,1233.9346994447324,6125.976806640625,,3957.772415802259,5815.343693033854,8891.146459960937,1310.2947794596364,8936.626903886554,5973.845259232955,184.06217422485352,0.1966178704053163,298.0098576821572,155.24006652832034,132.00249862670907,134.0131416320801,130.6410653250558,133.00840380960258,134.05212783813485,130.96099357604984,298.0273614047973,21603.55470391281,22729.481995141807,21896.49758731617,21940.95387998949
2019-11-01 20:00:00,6067.128035481771,23239.64326171875,10158.636564127604,6598.214285714285,2077.0293945312505,66.22117385864257,5068.595555409664,0.0,,1.175707534948985,0.0,0.0,2595.088079833985,2212.9895812988293,,0.0093625550507567,8.944231908183452,2830.0602294921887,3586.852762858073,4015.7014831542974,2198.7335225423185,0.0,2199.8396036783865,2600.4565755208337,26.963625435938663,0.0,2561.5993469238288,74618.984375,1552.5383646647135,0.0,2070.8793576024163,2018.26968688965,4.8806616991758345,0.0,1546.3294849238123,1229.4623026529948,6151.855362955729,,3873.571643066408,5814.84968201188,8889.982123256716,1301.532332356771,8936.615283203126,5906.88329671224,184.10553525288896,0.1964770001669725,297.9943362965304,154.86933079238767,131.96154785156256,134.00345438468358,130.6310369318182,133.03757540384927,133.9879455566407,130.86070009867356,297.9647419392562,21654.316243489586,22784.801627604167,21941.10660807292,21977.734326171874
2019-11-01 21:00:00,6067.04691808364,23212.643708032025,10154.23055826823,6620.61797752809,2071.060002174698,65.77431071305476,5068.4115234375,0.0,,1.192095218611158,0.0,0.0,2602.7787218330327,2209.4504150390635,,0.0083995199820492,8.952330549558004,2828.001872417356,3585.132770128488,4015.821002550362,2175.184796142579,0.0,2200.1661315917977,2599.769732666016,0.0,0.0,2566.1326409962558,74618.984375,1552.3317588616994,0.0,2069.1930135091147,2014.4714735015093,5.046794301271439,0.0,1546.3445932083769,1225.09571838379,6177.572180175781,,3785.036344670067,5816.01114430147,8888.003841145834,1297.9629272460938,8936.415625,5862.665148925781,183.93737869903825,0.1966472556110189,298.0072346837068,155.06159139681264,131.99788284301758,134.00036239624026,130.54779783617548,133.0124926249186,134.00816665777648,130.8977273892956,298.0016355908607,21610.443472365703,22757.07047391529,21918.12769563533,21925.365783186982
2019-11-01 22:00:00,5610.986687289782,23189.14775390625,10166.29090983073,6621.305555555556,2079.472854992576,66.47756097336446,5069.073815917969,0.0,,1.22835115591685,0.0,0.0,2599.135007714024,2210.176574707032,,0.0087903513173971,8.95129669413847,2828.345048663997,3585.4667763589814,4015.503994468882,2148.974304199219,0.0,2200.471693929037,2600.4054850260427,230.05176684708175,0.0,2565.1872086725325,74622.10420971074,1552.092753947282,0.0,2069.4153584798178,2020.0491729736343,5.642722683151563,0.0,1545.2311002873198,1232.1914581298836,6202.724039713542,,3713.96201578776,5831.572217200413,8886.681510416667,1296.7981384277348,8935.99593233471,5845.569733948267,184.0784717906605,0.1965285337660923,298.029042561849,154.96873436289388,131.96225950096832,134.00404357910162,130.58910509745274,132.98812673873263,134.02416311216763,130.88896827697755,297.9736531575521,21586.705029296874,22731.08409830729,21902.38362630208,21865.203157552085
2019-11-01 23:00:00,6105.535599772135,23247.57986653646,10160.849348958332,6603.583333333333,2088.86705830892,66.81274557113647,5069.32523163094,0.0,,1.2475211019275572,0.0,0.0,2596.994604492188,2210.4347611114767,,0.0088527129555586,8.954678606395879,2825.3659627278653,3585.8605916341157,4015.254364013672,2141.66854319853,0.0,2199.652370198569,2599.840649414063,2605.901595183214,69.00582903811399,2562.4378147598145,74851.80107668067,1552.1021889930914,0.0,2068.239208984375,2023.2420806884784,4.164893250820066,0.0,1544.8984191894544,1235.4473199924505,6227.712019856771,,3634.096944173177,5844.82757106749,8885.464737066703,1302.6375359149029,8935.8001953125,5878.504265399019,183.985431831424,0.1964812325934568,297.99760945638025,155.01277327337192,131.98361587524414,134.00579581772993,130.6135570526123,132.98179805980004,133.98910599396018,130.90219218791032,297.9495087952173,21650.870572916665,22793.114290364585,21956.754166666666,21935.685709635414
2019-11-02 00:00:00,6080.659326171875,23248.088997395836,10163.938435530465,6463.055555555556,2087.001950047598,66.85803966361935,5067.883173581933,0.0,,1.6319522500038148,0.0,0.0,2580.3949206643856,2219.8546549479183,,0.009135958564002,8.951937119166056,2824.3681277440605,3587.2543662835747,4015.971106663224,2144.1595133463547,0.0,2200.2021894695386,2610.518383789064,5075.080435256327,741.3372823069271,2561.914841715495,74870.390625,1552.06903230042,0.0,2068.0896158854166,2022.16012064616,3.818153477516496,0.0,1543.6083461216522,1239.34177652995,6253.447887073864,,3558.094887288412,5853.25557047526,8884.225358072918,1308.3470612854526,8935.947314863446,5945.047062174479,183.9686626087536,0.1965499381307794,298.04633585611987,155.02012445118802,131.87451553344735,134.0036811828614,130.5928430478435,133.01960174308334,134.0168615924427,130.8595297316875,298.08870442708337,21641.269449869797,22782.115266927085,21953.692610677084,21934.501383463543
2019-11-02 01:00:00,6166.558208048845,23236.400242909665,10186.94862151343,6281.638888888889,2075.6804595947274,65.97891600926717,5068.985510253906,0.0,,1.6184650413260977,0.0,0.0,2622.2590718587244,2221.0742510330588,,0.0094192041724454,8.946327296892802,2828.376904296876,3588.072727457683,4015.532381184896,2149.258544921876,0.0,2199.660642513559,2650.9908264160163,4946.405670166016,91.34641209017336,2559.932875569662,74870.390625,1551.7564005533854,0.0,2068.215258789063,2025.889437866212,3.646843169346329,0.0,1542.9105809739806,1239.0756449381531,6278.89966435793,,3478.241939256171,5863.971724076705,8883.770100911459,1311.574731243544,8936.4359375,5986.405220095851,183.96957105000817,0.1966950717071692,297.96674225109973,154.97516228170957,131.85925091199647,133.9994087219239,130.5627034932626,132.99862786301043,133.9942606437107,130.9425309499105,298.00688158776154,21645.894498424368,22767.391741071428,21936.52612920168,21925.909942883405
2019-11-02 02:00:00,6334.826981608073,23305.64390173037,10284.569926798844,6165.934065934066,2064.3067565917977,65.4271549542745,5068.676440429687,0.0,,1.2740641040962286,0.0,0.0,2592.442946370444,2218.641630045573,,0.0085769581400658,8.949336449305216,2826.458565266928,3589.449849446615,4015.048645019532,2155.6666646321623,0.0,2200.988416655726,2697.335681152344,1736.0175774069637,0.0,2560.9205871582035,74870.390625,1551.5192698160806,0.0,2067.638692051911,2022.9593760172531,3.631774346033733,0.0,1543.492497291886,1237.5871205647804,6304.100907389323,,3398.118482857697,5867.792985026042,8882.322900390625,1307.9258524576842,8936.196875,5987.902283219267,183.95616393530068,0.1966166326155265,298.01505323678015,154.93919779459637,131.91906045865608,133.99979996881572,130.5799227627841,132.98670374552407,134.04386901855477,130.84646837250529,298.01741733070185,21720.010007747933,22841.76142820248,22010.59437951963,22065.38578254132
