Date,HPBH:221F003 Stanlow,HPBH:221F004 Stanlow,HPBH:221F008 Stanlow,HPBH:221F011 Stanlow,HPBH:221FT009 Stanlow,HPBH:221Q004 Stanlow,HPBH:221QT004 Stanlow,HPBH:221T017 Stanlow,HPBH:221T028 Stanlow,HPBH:221T034 Stanlow,HPBH:221T035 Stanlow,HPBH:221T036 Stanlow,HPBH:221T044 Stanlow,HPBH:221TT031 Stanlow,HPBH:221TT032 Stanlow,HPBH:221U829 Stanlow
2018-04-07 03:00:00,1931.8611034482765,1775.01374137931,134.07343018867925,0.02487966,1919.433117647059,3.097636879310345,3.0995638333333333,519.7347362068967,371.77932,,152.2537,158.5116,15.0738475,,,0.1761978
2018-04-07 04:00:00,1898.539086206896,1742.3341034482758,131.89793999999998,0.001291896,1897.4499038461545,3.0993271379310348,3.10045175,519.6263981818181,370.77115,,151.47500000000002,158.35975,15.0568675,,13.41521,0.1761105
2018-04-07 05:00:00,1906.9208103448275,1748.3301551724137,132.40616078431367,0.006617878,1902.7256037735851,3.1014010172413795,3.098752142857143,520.1235625,,,149.4165,157.109,14.962204,,,0.17456564
2018-04-07 06:00:00,1914.745913793103,1749.096879310344,133.4261442307692,0.02480194,1905.8344230769223,3.0996129655172417,3.0854353333333333,519.9175156862744,,14.14237,,,14.811162857142858,,,0.17539512
2018-04-07 07:00:00,1919.552793103448,1759.9568448275866,133.94100000000003,0.01718968,1914.9616981132076,3.0985105344827577,3.101636,519.5857755102041,371.7373,,150.4294,158.2024,13.941138571428567,14.17456,,0.1752376
2018-04-07 08:00:00,1963.334396551724,1794.769862068965,137.53668627450978,0.02367148,1950.451240740741,3.099759896551724,3.0952070666666667,518.4209642857143,374.3279,,151.60565000000005,156.728,13.844109285714286,17.462735,,1.580284289473684
2018-04-07 09:00:00,1954.7891551724128,1786.6864655172412,136.69763617021275,0.02254689,1939.38022,3.1032626724137926,3.1044575,517.722724074074,372.6615000000001,,153.84385,159.0417,14.08829692307692,16.54167,,0.1711419
2018-04-07 10:00:00,1928.0472758620688,1770.3534137931035,134.38311363636362,0.01552283,1927.57298,3.099408775862069,3.099469,518.1296203703704,371.4853,,149.3349,156.58996666666667,14.101739375,,,0.174623811111111
2018-04-07 11:00:00,1959.4416551724137,1787.2814827586203,136.51286666666667,0.02101932,1946.967692307693,3.100290586206896,3.0938808333333334,518.0355259259259,,13.33775,150.2334,156.2808,13.713388571428574,,11.82058,0.1777102
2018-04-07 12:00:00,2033.2874655172411,1845.226206896552,143.4162274509804,0.0245212,2001.6789444444444,3.101988948275862,3.0996366923076923,518.3909385964912,377.5465571428571,,153.13315,155.53528333333335,13.804085714285716,,,0.1805500722222222
2018-04-07 13:00:00,1974.3197758620693,1793.470431034483,137.47942363636363,0.0,1947.8977735849053,3.113036362068966,3.123270647058823,518.3261859649124,373.8797625,,156.06235999999998,160.34765,14.622223999999996,11.61057,,0.1810184583333333
2018-04-07 14:00:00,1969.0990862068968,1793.234965517241,137.51919591836736,0.0006222139,1940.9305283018869,3.099882379310345,3.0995639,517.2825346153847,374.29985,,154.70965,160.0412,14.711334615384615,,,0.184015448275862
2018-04-07 15:00:00,1855.5931206896548,1703.0063103448274,127.20786346153844,0.0001904906,1861.088716981132,3.1408548620689656,3.1339218000000004,517.2427803571428,369.81332,,146.41056666666665,154.375675,14.583234444444445,,,0.1859069833333333
2018-04-07 16:00:00,1906.132963636364,1756.9351454545456,133.61002765957446,0.0071434678,1920.3981063829783,3.066895636363636,3.048710666666667,518.6415400000003,371.50206,12.05509,143.17586666666665,150.24255,14.424665714285714,12.564455,10.22594,0.4188791875000001
2018-04-07 17:00:00,1930.8465,1755.523,135.7052,0.0,1923.2235,3.1234795,3.125137,517.7556999999999,372.6195,12.0125,148.8611,155.3862,14.27508,13.25584,10.20062,0.1899791
2018-04-07 18:00:00,1930.82462264151,1771.105962264151,133.96325555555558,,1921.760043478261,3.102494754716981,3.113437,518.099776923077,372.80855,,146.98235,153.7186,14.270833333333334,,,0.1843429933333333
2018-04-07 19:00:00,1816.1163620689656,1685.3355,124.81835111111108,0.0,1841.9912452830192,3.066789051724138,3.0442052631578957,517.9859241379311,368.9087333333334,,143.87835,151.9571,14.474311999999998,11.80744,,1.4988046281249998
2018-04-07 20:00:00,1849.7549137931037,1723.5306896551729,141.59839807692308,0.00357309,1875.352735849056,2.9899061896551724,2.997376444444445,518.3286333333334,372.1014,,142.2283,150.31713333333337,14.503905714285713,13.4902,,0.4925054499999999
2018-04-07 21:00:00,1937.0054655172416,1783.3700344827591,161.1332685185185,0.0009538619,1937.854134615385,3.0039584655172407,3.0049431,518.1974543859648,372.6825,,149.91316,156.40666,14.271304444444446,,,0.1894284263157894
2018-04-07 22:00:00,1967.153086206896,1824.362586206896,137.8646212765957,0.0,1970.5669183673472,2.9966670344827584,3.001679153846154,518.1490903846153,373.52275,,149.8413,157.29125,14.280173,14.32455,,3.895332655555556
2018-04-07 23:00:00,1957.2809827586204,1812.5315689655167,137.24923695652177,,1956.869962962963,3.006832603448275,3.003089428571428,517.7218836363636,374.0478,12.04089,152.06310000000002,158.5337,14.280225454545455,,,0.1644869153846153
2018-04-08 00:00:00,1943.9875,1807.1253275862068,136.7486886363636,,1957.172538461538,2.9970997068965524,3.0067428,518.3153890909091,373.4177,,150.25516666666667,154.92236666666668,14.062424285714286,,9.694391,0.1554167571428571
2018-04-08 01:00:00,1879.7187413793104,1750.768827586207,130.76035714285717,,1903.24906,2.998120344827586,3.0076425,518.1150087719296,370.204,,145.26700000000002,154.9638,14.128546666666663,,,0.175043484
2018-04-08 02:00:00,1859.9146724137931,1732.7575689655173,127.28850624999995,,1875.925551020408,3.0061304137931044,2.998020833333333,517.1900884615384,371.28923333333336,10.77244,145.7789,155.07145,13.988681000000003,,,0.1819477545454545
2018-04-08 03:00:00,1828.7200000000005,1712.7720689655164,126.1569679245283,,1869.6882075471692,3.002480578947368,2.9917703076923083,518.4649418181818,369.0067,,,148.1304,13.752655999999998,12.98397,,0.165979925
2018-04-08 04:00:00,1819.131637931035,1712.746155172414,125.05660833333329,,1861.0060980392157,2.999826896551724,2.9939562857142854,517.644846,370.372,,140.54565000000002,149.95265,13.690396000000002,,,0.1730617
2018-04-08 05:00:00,1816.151706896551,1707.511310344827,126.34788085106382,0.0,1863.7329791666664,2.995874965517242,2.990911571428572,518.1549666666667,369.2588,8.491102,,148.9256,13.816615,,,0.1739354333333333
2018-04-08 06:00:00,1832.940620689655,1721.766793103449,126.89432115384616,,1875.0813269230769,2.9991982241379307,3.00769,518.0527,368.9648,,139.0917,,13.72731222222222,,,0.1736792
2018-04-08 07:00:00,1837.0796379310348,1722.2295344827585,127.07540943396222,,1876.7236862745096,3.0003984655172413,3.011736909090909,517.8300735849059,369.5108,,,149.67104999999998,13.785082857142855,,,0.1748676
2018-04-08 08:00:00,1891.8147413793104,1769.1770517241378,132.25869318181816,,1922.5195370370373,3.0010353103448275,2.9925355,518.5678700000001,372.0734,,140.0065,148.7599,14.249137499999998,9.341896,7.466957,0.17327016
2018-04-08 09:00:00,1888.8224310344829,1764.826465517241,131.0315098039216,,1912.822596153847,2.999083862068967,2.9941928333333334,517.6357215686277,371.12815,,146.1982,154.1769,14.924848,,,0.17106972
2018-04-08 10:00:00,1872.962310344828,1747.1349482758624,130.344481632653,,1897.190551020408,2.9967568793103445,2.999902111111111,518.0889200000001,370.7711,11.30254,144.4175,152.5038,15.53726,,,0.17707028
2018-04-08 11:00:00,1906.2122413793095,1775.009137931035,133.68739795918364,,1923.5216666666656,3.0010435172413787,2.99975725,518.2748945454545,371.4993,,147.5542,154.53583333333333,15.851390000000002,,,0.1810812882352941
2018-04-08 12:00:00,1839.7196896551727,1716.5051206896555,126.73989148936175,0.0,1867.59396,2.996626137931034,2.9902070833333334,517.6980750000001,369.1467666666667,,147.59773333333334,155.46075,16.142284210526316,,,0.1820255312499999
2018-04-08 13:00:00,1856.0241206896549,1729.1945689655165,128.87300769230768,0.001415553,1887.9373333333333,3.00099451724138,3.0070980625000003,518.0504877192982,369.7629,,147.8809,,16.02747888888889,,,0.1846484076923076
2018-04-08 14:00:00,1872.2858103448275,1744.7171206896553,130.40915625,0.02292264,1898.416703703704,3.0004066551724136,3.000807333333333,518.1381035714287,371.46425,,147.73058,155.3133,15.951572,,,0.1894787391304348
2018-04-08 15:00:00,1866.6841724137928,1734.7582758620683,130.13629400000002,0.02487966,1893.0262340425531,2.9980059827586216,2.999836416666667,517.9147614035088,369.2588,,149.1715,157.63915,15.884406666666669,12.01838,11.33965,0.1899654096774193
2018-04-08 16:00:00,1865.8009827586209,1735.4781724137924,130.22049607843138,,1887.1125,3.002096706896551,3.002895,517.8493228070179,369.7209,,150.4621,157.36306666666667,15.9469025,,,0.1923088499999999
2018-04-08 17:00:00,1881.168120689655,1743.5960344827586,131.30381399999996,,1903.4912407407403,2.9989531724137937,2.987062888888889,518.1956313725491,371.6113,16.54203,148.5017,157.45695,15.569478461538464,,,0.1908777809523809
2018-04-08 18:00:00,1909.311931034482,1770.2946034482757,132.83977647058822,,1920.0111428571429,3.010302706896552,3.0183271538461542,517.9357436363634,371.8213400000001,,152.13665,158.3763,15.4431625,,,0.1935008894736842
2018-04-08 19:00:00,1853.206724137931,1727.4701206896557,127.53589607843138,,1880.1482641509435,2.984280431034482,2.9757233750000003,517.7704392857142,369.5388333333333,,150.17896666666664,157.60603333333333,15.015125,,,0.1907592249999999
2018-04-08 20:00:00,1780.6057586206898,1661.8756896551722,122.41904782608692,0.02487966,1819.8310400000005,3.0690262586206902,3.068070916666666,517.7030104166666,367.5574,,143.4917,153.7296,14.570343333333334,,,0.1838592846153846
2018-04-08 21:00:00,1786.137275862069,1657.310275862069,161.70043137254905,0.009613709,1818.7897115384617,3.025571499999999,2.943012761904762,518.0566754716981,367.81995,,144.058075,152.926225,14.60902,,12.45336,0.1824061227272727
2018-04-08 22:00:00,1814.547086206896,1687.8868965517247,126.56897551020413,0.02487966,1844.9946200000004,3.102715586206896,3.069939,518.1303568965517,368.4081000000001,,142.50063333333333,151.0239,14.862911428571428,12.44024,,0.17822881
2018-04-08 23:00:00,1841.299551724138,1694.4939999999997,128.62482083333327,0.0022296,1853.6551698113203,3.197814931034483,3.2020257142857145,518.3375631578948,369.3007666666667,12.42427,142.5878,151.84109999999998,14.7186825,,,0.1708386666666666
2018-04-09 00:00:00,1967.180140350877,1700.879385964912,140.29544038461538,0.0,1856.2484166666663,3.182456578947369,3.161266387096774,519.6089107142858,373.54373333333336,,149.19873333333337,155.03002500000002,14.271306666666666,,,0.1699865
2018-04-09 01:00:00,2036.8903275862065,1691.5889137931035,144.7782875,,1845.838767857143,3.2092134137931034,3.219686216216216,518.2472157894734,378.7528,11.40666,154.8948333333333,157.38513333333333,14.159305454545455,,,0.1711183
2018-04-09 02:00:00,2032.8565862068967,1687.9333103448278,144.67407592592593,,1842.4049423076924,3.2009583448275865,3.194488323529411,517.7703745098038,378.2907,9.234192,155.53740000000002,158.6441,13.9156675,,,0.170933
2018-04-09 03:00:00,1947.390952380952,1628.1103809523809,135.2105105263158,0.0,1773.2928333333334,3.188058454545455,3.194247733333333,517.0551590909091,374.77245,9.108766,153.01065,159.26256666666666,13.677538571428572,11.315275,10.65623,0.1697973
2018-04-09 04:00:00,1955.847660377358,1634.028377358491,138.69880232558137,,1802.7687608695653,3.199229566037736,3.1983836666666683,518.4330686274511,378.7318,,146.62295,151.34416666666667,13.481415555555555,,,0.1702172
2018-04-09 05:00:00,1983.415551724138,1660.5757241379308,140.67946938775503,,1819.18684,3.213981793103448,3.217744322580646,518.052694642857,378.27673333333337,7.350436,149.55813333333333,152.91240000000002,13.51324,,,0.1712354
2018-04-09 06:00:00,1970.4727068965517,1647.6287413793102,139.5574716981132,,1806.854641509434,3.2080703620689657,3.21274896875,517.9419000000001,377.4715,,148.81753333333333,154.61313333333334,13.271637142857143,,,0.1715105
2018-04-09 07:00:00,1909.168586206896,1663.2471034482753,133.8914918367347,,1820.9709814814807,3.2064699310344817,3.2106724230769226,515.0837589285713,372.92405,,145.0873,153.870475,13.59814,,,0.1716919
2018-04-09 08:00:00,1815.266,1679.6197500000003,125.15235,,1834.6165,3.2162668571428568,3.243531,516.6949428571428,367.7045,6.64521,138.6996,,13.711905,,,0.1724643
2018-04-09 09:00:00,1798.3022352941175,1676.5441960784317,124.86231842105263,,1832.306622222222,3.172290490196078,3.1587975384615388,517.9616434782608,366.21315,,134.6481,146.42419999999998,15.464245999999996,,,0.1721758
2018-04-09 10:00:00,1814.9076206896557,1679.4326724137925,126.1856,,1829.7450769230768,3.2026568103448274,3.217721333333333,518.0744044444444,366.3602,,136.8699,,16.602883636363636,8.455986,6.808855,0.1757504428571428
2018-04-09 11:00:00,1816.7535,1671.8570862068964,125.76909374999998,0.0,1827.1232857142857,3.200403275862068,3.1846894166666666,517.8367559999999,365.1629,13.68326,141.6511,150.94665,17.540145333333335,,,0.1899942434782608
2018-04-09 12:00:00,1828.5584827586213,1685.2176724137933,126.32102040816322,0.02487965,1840.131,3.2014728448275878,3.200962111111111,517.9776875000001,365.457,,143.8294,152.38780000000003,18.144977272727274,,,0.2021073
2018-04-09 13:00:00,1824.1387068965516,1679.5070344827584,126.94826981132076,0.02487968,1833.1687346938768,3.200958413793104,3.206032818181818,517.8394296296295,365.898,17.80576,146.2472,154.6905,17.96540153846154,,,0.2027661714285714
2018-04-09 14:00:00,1815.7011379310347,1668.7429310344828,125.61003124999996,0.03406967,1824.058617021276,3.2019055689655174,3.1979327857142854,518.0380792452828,365.3099,,144.6462,,17.052253333333333,,,0.2015130666666666
2018-04-09 15:00:00,1858.424051724138,1700.7918620689668,129.38584,0.03782804,1860.938882352942,3.198757508771929,3.182353727272727,518.163343137255,367.4734,,147.6195,154.1272,16.95008307692308,,,0.1993447666666666
2018-04-09 16:00:00,1920.969724137931,1742.84324137931,134.19558039215684,0.04975933,1893.0512857142849,3.2014565,3.1905498749999994,517.9899764705883,369.61585,,151.5403,156.5127,16.605584999999998,16.09637,,0.1959440374999999
2018-04-09 17:00:00,1909.05324137931,1732.0846551724137,133.15593749999996,0.04975933,1882.9296727272729,3.199080396551725,3.201383,517.9780499999999,,16.76448,149.9067,156.6121,15.529084444444443,,,0.1923252
2018-04-09 18:00:00,2026.1055517241375,1811.0515689655176,145.10289787234044,0.04445139,1969.124058823529,3.204265310344828,3.2171186363636366,518.7750181818183,373.22022,,152.95836000000003,156.98598571428573,14.412537142857143,,14.55424,0.1856960181818182
2018-04-09 19:00:00,2185.313086206897,1900.6487413793104,158.99054090909095,0.02487966,2036.9778301886788,3.384183879310345,3.375481875,517.8929068965516,378.7388111111111,,163.31592,162.32725,14.229421333333333,16.74323,,18.749042295
2018-04-09 20:00:00,2264.9286206896545,1961.654637931034,172.7455565217391,0.02487966,2099.5517500000005,3.400481482758621,3.3932033181818184,518.3297333333333,383.5718428571428,15.59069,178.94698,166.42999999999998,13.651807647058822,20.017345,,27.30161052352941
2018-04-09 21:00:00,2212.799327586207,1901.899034482759,162.30660217391306,0.003583312,2049.6618888888893,3.454967362068966,3.425858705882353,517.8076912280702,380.17509999999993,,173.080425,168.62928571428574,13.25957583333333,,,10.992037956862744
2018-04-09 22:00:00,2194.4536379310352,1882.9917068965517,158.22420444444447,0.003006387,2035.691773584906,3.4973280172413808,3.4692274615384613,518.1742736842106,379.7563555555556,,169.97645,166.63845,13.215240000000003,,,8.733645626470588
2018-04-09 23:00:00,2228.74124137931,1912.0057758620687,165.38334375000002,0.001047696,2067.297078431373,3.507518172413793,3.520617181818181,519.0869314814813,381.4833833333333,14.26069,167.754625,163.00642,13.194579,16.55104,,6.982808771428573
2018-04-10 00:00:00,2252.398879310345,1946.8660689655171,172.23726976744186,0.0,2091.267,3.5032396206896546,3.5055775333333328,517.6507070175439,382.7384125,,180.6607,166.69503333333333,13.223857727272724,17.70414,,19.086252336206897
2018-04-10 01:00:00,2221.9116206896547,1916.3024310344829,164.78709999999995,0.004593685,2063.692222222224,3.500406293103448,3.4885288,517.9598491228071,381.5114,14.95172,176.0782,166.336125,13.133638666666664,,11.41559,15.817447112068963
2018-04-10 02:00:00,2209.107482758621,1901.3032413793103,160.23204999999996,0.0,2051.478843137255,3.494780551724138,3.4981385,518.1485294117647,380.18115,14.23703,167.27265,165.63483333333332,13.15533583333333,,,19.335726879310343
2018-04-10 03:00:00,2243.773694444445,1941.0072500000008,170.17121111111112,0.0,2086.518727272728,3.4957640277777777,3.504042,518.0353878787879,382.7716666666667,14.80736,178.3327,163.5807,12.587059411764704,15.313585,10.529675,28.90406638888889
2018-04-10 04:00:00,2245.955471698113,1938.7056037735845,172.15529512195124,,2083.832239130435,3.503811283018868,3.495643714285714,518.1067442307694,383.23094,,180.54363333333336,165.17655000000002,12.69640291666667,,,49.377846603773584
2018-04-10 05:00:00,2247.331155172413,1983.158827586206,170.78867446808505,,2128.779982142857,3.249246948275862,3.2547620714285714,518.0672491228071,383.205775,15.52442,181.06095,167.4129,12.725461739130434,,,52.04046586206897
2018-04-10 06:00:00,2231.688758620689,2015.0357413793104,170.17353333333327,0.0,2149.774102040817,2.9975978103448284,2.980443466666667,517.976325,,,,166.0214,12.820766666666666,,,52.803671034482754
2018-04-10 07:00:00,2226.111120689656,2012.809379310345,170.36921568627452,0.0001395931,2148.438326923077,3.0022029827586207,3.008661947368421,518.0931072727271,383.2478,,179.7704,,12.010716249999998,,,54.80757517241378
2018-04-10 08:00:00,2219.680741379311,2003.8523448275864,170.17666428571425,0.0,2143.588173076923,2.9961688793103454,2.995034888888889,517.8577842105261,383.2478,,,164.8949,11.713753529411768,12.60898,,51.8776527586207
2018-04-10 09:00:00,2224.265689655172,1997.7600862068969,170.63848125000004,,2143.4386415094336,3.003174603448276,3.013081230769231,518.0241254545455,382.9852,,,164.38135,11.893699473684212,,,33.53509793103448
2018-04-10 10:00:00,2232.571293103448,1996.4786896551732,166.30768510638296,,2141.7891454545456,3.004064586206895,3.001312533333334,518.0828596491227,382.8977,,172.56580000000002,165.78946666666664,12.122301304347824,,,27.449211551724137
2018-04-10 11:00:00,2192.8782931034484,1960.640482758621,159.31136170212767,,2105.9687272727274,3.000716896551725,3.006668,517.8054301886792,381.9315,,165.34494999999998,164.5636,12.922805833333337,,8.530052,45.37988620689656
2018-04-10 12:00:00,2198.8356034482754,1966.5882758620687,161.6701093023256,,2112.689648148148,2.994617568965517,2.9942477692307694,517.9908035087719,382.9957,12.62306,167.1747,163.33775999999995,13.464985,,,73.89343241379312
2018-04-10 13:00:00,1976.865931034483,1777.6481724137936,138.4782673076923,,1929.6467407407408,3.084964655172414,3.09092584,517.6333824561402,374.287857142857,12.19708,156.25838000000002,160.2068375,14.00006705882353,,,76.02838086206897
2018-04-10 14:00:00,1912.15298275862,1711.5076724137923,132.040574,,1868.2624901960787,3.1870288103448283,3.2042838125,516.5843296296296,373.85874999999993,,152.98886666666667,158.38695714285717,14.287105625,12.50117,,32.51468620689654
2018-04-10 15:00:00,1905.4896896551725,1703.9370517241375,134.8465192307692,,1870.2098301886792,3.200493017241381,3.2112336,518.5935603448277,369.8889,,142.530575,151.68380000000002,14.669014666666666,,,48.57947086206897
2018-04-10 16:00:00,2015.11851724138,1775.7865344827585,143.87615918367348,0.0,1928.3064897959184,3.202534362068965,3.2014777000000003,518.0999124999998,375.69456,,150.16805,156.13716666666667,14.859632222222224,,,64.33274862068966
2018-04-10 17:00:00,1969.5773965517249,1743.474517241379,139.1920224489796,0.0,1900.3309622641511,3.201154379310345,3.194254526315789,517.836946551724,374.4259,,153.076,157.4404,14.629183125,,,73.69121120689654
2018-04-10 18:00:00,1960.4122931034483,1737.8886896551724,138.6817936170213,0.01082133,1895.6318235294116,3.2023954827586216,3.205227529411765,518.3543113207548,374.74095,,148.5997,154.7899,14.607021764705884,,9.466583,77.72245672413793
2018-04-10 19:00:00,2045.1176206896544,1808.0111379310345,147.3424081632653,0.00164442,1958.179777777778,3.2000194310344825,3.192710625,518.2495436363636,377.3664999999999,,151.6057,155.5187,14.611142499999996,13.58864,,80.6224724137931
2018-04-10 20:00:00,2132.2321551724144,1866.509103448276,202.1090367346938,0.0,2010.635173076924,3.1988355517241382,3.226087999999999,518.094294736842,379.5749857142858,,164.389275,161.1936714285714,15.002704444444444,,,87.43019655172415
2018-04-10 21:00:00,2217.443379310345,1943.8048793103449,167.91453636363642,0.00472957,2078.279111111111,3.2017096896551718,3.2274594375,518.6002942307692,382.9705,14.59674,165.4593,161.04063333333332,14.561314285714284,,,76.14032896551727
2018-04-10 22:00:00,2209.222379310345,1913.197879310345,164.7361282608696,0.0,2052.540358490566,3.297666275862069,3.279124526315789,518.2850637931034,381.9395,14.97065,173.82376000000002,166.85439999999997,14.214362727272729,,,61.65167000000001
2018-04-10 23:00:00,2261.2187758620694,1918.4997586206905,172.42142499999997,0.0,2061.3806603773587,3.622229913793104,3.624201454545455,518.3762581818182,382.8067,,181.028275,169.77626666666666,14.417836666666668,13.03553,,80.18494275862068
2018-04-11 00:00:00,2266.09350877193,2006.1289122807016,175.89147954545453,0.003545853,2137.3057017543856,3.2052984821428576,3.1807711428571435,517.8049374999999,383.75186,14.24176,175.4084,165.81154999999998,14.222396153846152,11.27309,,70.9007569642857
2018-04-11 01:00:00,2274.17398275862,2011.410775862069,176.26054772727272,0.0,2141.6653859649123,3.2022567241379325,3.203966090909091,518.0254637931037,385.6212625,,184.050575,169.1168,14.434589090909087,,,68.32098258620691
2018-04-11 02:00:00,2204.5322241379317,1935.57301724138,164.54539795918367,0.0002586136,2077.798113207547,3.1900824482758625,3.198623913043478,517.5353155172413,381.68504,14.99432,177.1238,168.27432,14.011574444444443,,10.47905,62.25481637931037
2018-04-11 03:00:00,2173.226793103448,1910.308689655172,156.85762978723406,0.0,2055.422076923078,3.2121936551724133,3.220186705882353,517.7183127272727,380.37716666666665,,165.1979,164.5305,14.42098111111111,,,51.57271310344827
2018-04-11 04:00:00,2020.7350000000008,1787.7723965517243,140.8173137254902,0.0,1940.2356037735851,3.200884862068966,3.193995333333333,517.4021344827587,375.827925,,154.56265000000002,161.15108,14.515630000000002,,,46.35828603448277
2018-04-11 05:00:00,1799.8064310344828,1592.67124137931,121.80632941176468,0.01964232,1754.2773148148149,3.353629965517241,3.3128631,517.5674321428572,370.35104,,146.44326,154.97539999999998,14.77882,14.26831,,64.31024948275862
2018-04-11 06:00:00,1754.847603448276,1572.6294137931034,120.36151276595746,0.001941411,1725.8785272727275,3.439200431034483,3.5552044999999994,517.9083826923077,366.6542,,135.4322,147.0371,13.954720000000002,,,70.75718517241378
2018-04-11 07:00:00,1757.0506379310343,1585.6450517241378,121.12870612244896,0.0,1749.8230392156868,3.224743465517241,3.262296958333333,518.0011912280702,,13.23362,136.8699,,13.891066923076924,,,62.044185172413805
2018-04-11 08:00:00,1782.102666666667,1618.156,123.66494,,1793.9522000000002,3.0613620000000004,3.031369,518.0280333333333,366.4022,,136.053,,13.731715,,,61.69792999999999
2018-04-11 09:00:00,1816.0972156862745,1622.7942156862746,125.62832820512816,,1796.285530612245,3.316081647058824,3.297305354838709,518.22614,369.2167500000001,,137.474325,148.00896666666668,12.895732,12.3793,10.32719,81.39288039215687
2018-04-11 10:00:00,1778.5059827586206,1593.1594827586205,122.53872,,1749.0545090909095,3.4231233965517243,3.437698068965517,518.3282375,367.6204333333333,,138.96915,148.5169666666667,13.103454615384615,,,88.66135517241376
2018-04-11 11:00:00,1755.6391379310344,1553.88,120.13118260869564,0.0,1720.454428571428,3.5363491379310354,3.5708207,517.807411111111,366.1081,11.9699,135.64460000000005,146.7886,13.20379,12.618355,9.681734,86.99469620689655
2018-04-11 12:00:00,1748.3119811320755,1538.1589811320762,119.94280408163264,,1701.4413265306123,3.696584169811321,3.73451265,518.0207961538462,,,,,14.278615000000002,,,89.31239735849057
2018-04-11 13:00:00,1740.413741379311,1508.0695172413791,113.46266074074076,,1676.0182777777777,3.9076175172413783,3.960094599999999,517.7044157894735,363.6415714285714,13.06797,142.39824000000004,140.6041,15.038865555555551,,,92.43278534482756
2018-04-11 14:00:00,1734.0143620689655,1474.9879827586203,104.5254319148936,,1640.8592692307686,4.1551923620689655,4.120431782608694,518.1694103448275,364.21775,,146.966,137.92595,15.175020000000002,,,91.5684201724138
2018-04-11 15:00:00,1733.4807068965522,1446.449293103448,104.90978652173912,,1621.6447321428573,4.350559310344829,4.359617952380953,518.14075,,14.30803,,,15.096971578947366,,,100.04775482758622
2018-04-11 16:00:00,1743.7419827586198,1479.4248965517238,106.58818913043476,,1654.3675094339628,4.133399568965518,4.120532136363637,518.1055350877194,,,148.175,139.1518,15.527197777777776,,,85.31756448275861
2018-04-11 17:00:00,1709.030482758621,1433.050551724138,102.52888179999998,,1597.8401851851854,4.39394875862069,4.417456846153846,517.6764293103447,362.59336666666667,,149.7106,140.6648,15.452831666666668,,,95.00469344827587
2018-04-11 18:00:00,1684.5169655172406,1430.3451551724136,99.97692377777778,0.0,1603.9641481481483,4.217256315789473,4.202441999999999,518.021736842105,,,146.0185,137.3959,15.73819,13.33552,,94.8879424137931
2018-04-11 19:00:00,1685.1733275862075,1429.74475862069,99.43167717391302,0.01118056,1602.7016730769233,4.247833879310346,4.18768,518.1125214285714,361.6132,,,,15.016539523809524,,10.85873,95.10959068965518
2018-04-11 20:00:00,1688.5536034482764,1480.9545172413798,99.96233229166668,0.007978112,1657.464685185185,3.863256379310344,3.8264104,517.9960155172414,362.0333,,,,14.144026153846156,,,98.75231844827589
2018-04-11 21:00:00,1759.347431034482,1511.070431034483,108.69303599999996,0.008088454,1687.9941896551725,3.998536189655172,3.961935432432433,518.5866793103447,364.8268000000001,,145.80066666666667,136.04853333333332,13.670208666666667,,,100.10206086206895
2018-04-11 22:00:00,1765.3139655172415,1510.489482758621,108.79545306122452,0.0,1681.128754385966,4.113778879310346,4.118395970588236,517.8422508771929,,13.77319,,,12.696740000000002,,,100.04211344827584
2018-04-11 23:00:00,1765.7244482758615,1518.1300689655177,109.66160869565216,,1693.7951636363632,3.9846881551724143,3.980891363636364,517.9687403508773,,,,,12.431420000000005,10.55592,,100.02128931034484
2018-04-12 00:00:00,1761.3380517241378,1485.1455517241384,109.00599782608695,,1663.2925833333331,4.238117310344825,4.233001529411765,517.8950648148149,,,,,13.568328,,,99.79684189655174
2018-04-12 01:00:00,1773.525775862069,1487.8484482758624,160.2076592592593,,1659.962636363636,4.358520310344828,4.320017809523809,520.2183293103448,364.84784,,152.8963,142.84595000000002,13.033644999999998,,,100.0787298275862
2018-04-12 02:00:00,1770.443137931035,1486.7707241379303,109.35301666666662,,1660.341396226415,4.5480656034482765,4.527000684210526,518.0604758620689,,,151.769,143.3761,12.442776363636364,,,99.8404074137931
2018-04-12 03:00:00,1767.298551724138,1481.8441551724134,109.00520652173914,,1660.4124363636363,4.542586862068966,4.551917954545455,518.1312827586206,,,,,13.210123076923075,,9.441269,99.9767427586207
2018-04-12 04:00:00,1769.239275862069,1488.8053965517247,109.79451153846152,,1664.516072727273,4.523757948275861,4.536194714285714,517.9336189655172,,,,,13.491165625,,,100.04240655172416
2018-04-12 05:00:00,1746.3435000000004,1491.8188793103443,106.76826833333332,0.0,1662.8453018867924,4.357336431034483,4.271852111111111,515.868125862069,361.4241,12.25861,153.01065,144.12150000000003,13.428095,,,99.2596101724138
2018-04-12 06:00:00,1619.385051724138,1432.8938965517234,94.93428636363636,,1616.062379310345,3.873446431034483,3.874911500000001,517.1822431034484,,,143.0452,138.7708,13.350985333333334,,,95.01593724137932
2018-04-12 07:00:00,1612.0732931034483,1430.0218793103454,95.35021478260872,,1604.4490188679245,3.930659413793103,3.927219222222222,517.9184381818183,,,139.8105,,12.79960105263158,10.65436,,94.98172655172412
