,TotalCostUSD,Mode,ProgressType,Type,StateType,LoadingPosition,Plan,ShipmentType,EquipmentLength,EquipmentWidth,EquipmentHeight,MinTemp,MaxTemp,TotalValue,Miles,TotalWeight,Tarps,Repeat,TankerUnload,TankerVolume,TankerVolumeUnit,NumStops,TotalPallets,LoadCommodityMasterLinkID,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude,TotalRateUSD,CommodityID,TimeTravel,TimeNegotiate,LoadDate-Month,LoadDate-Day,DelDate-Month,DelDate-Day,CreateDate-Month,CreateDate-Day,Volume_Last_30,Avg_Cost_Last_30,Avg_Rate_Last_30,NTIBooked,NTIAssumed,TenderVolume,S/D Ratio,Avg_Weight_Last_14,Avg_Dist_Last_14,USD/Mile,Avg_Cost_Last_14,Avg_Rate_Last_14,Cost_Volatility_Last_14,Rate_Volatility_Last_14,TRUCKD11,DJTA,DTB3,GASREGW,IPG2122N,IPG3361T3S,GDP,PPIACO,BUSINV,PCU48414841
0,423.82,2,8,1,1,0,0,1,53,0,0,-9999,-9999,100.0,554,1044,0,0,0,0,1,2,1,2,39.541,-119.753,34.055,-117.652,402.46,0,3,0,12,16,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
1,1300.0,1,8,1,1,2,0,1,53,0,0,-9999,-9999,100000.0,525,7000,0,28298094,0,0,1,2,30,1,42.79,-77.517,36.982,-76.632,1656.8,0,1,4,12,20,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
2,300.0,1,8,2,1,2,0,5,48,0,0,-9999,-9999,20000.0,121,35000,11,0,0,0,1,2,12,2,23.6,-100.67,23.6,-100.67,809.86,0,1,3,12,19,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
3,873.0,1,8,1,1,2,0,1,48,0,0,-9999,-9999,20000.0,93,40000,3,28292401,0,0,1,2,24,2,40.318,-74.509,41.118,-73.418,1000.0,0,0,0,12,16,12,16,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
4,267.48,2,8,1,1,0,0,1,53,0,0,-9999,-9999,100.0,2260,225,0,0,0,0,1,2,1,2,35.735,-84.348,36.331,-119.312,314.68,0,5,0,12,16,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
5,264.28,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,308,140,0,0,0,0,1,2,1,2,42.331,-83.042,40.172,-80.251,330.35,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
6,335.92,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,1261,320,0,0,0,0,1,2,1,2,42.331,-83.042,39.807,-104.934,419.9,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
7,1563.88,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,282,8100,0,0,0,0,1,2,4,2,42.331,-83.042,41.874,-87.651,1954.85,0,1,-1,12,15,12,16,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
8,3500.0,1,8,1,1,2,0,1,53,0,0,-9999,-9999,100000.0,2408,30000,0,28300112,0,0,1,2,28,1,32.114,-81.154,34.024,-117.96,4800.0,0,4,3,12,19,12,23,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
9,300.0,1,8,2,1,2,0,5,48,0,0,-9999,-9999,20000.0,121,35000,11,0,0,0,1,2,14,2,23.6,-100.67,23.6,-100.67,809.86,0,1,3,12,19,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
10,667.36,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,1428,318,0,0,0,0,1,2,1,2,36.837,-76.344,47.523,-92.537,834.2,0,6,-1,12,15,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
11,261.19,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,2530,140,0,0,0,0,1,2,1,2,36.837,-76.344,43.614,-116.204,326.48,0,19,-1,12,15,1,3,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
12,1800.0,1,8,1,1,2,0,1,53,0,0,-9999,-9999,100000.0,383,32000,0,28222280,0,0,1,3,0,1,36.176,-115.16,40.297,-111.694,1909.6,0,1,5,12,21,12,22,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
13,1965.0,1,8,1,1,0,0,1,53,0,0,0,0,100000.0,0,20000,3,28246326,0,0,1,2,0,2,40.869,-74.162,40.869,-74.162,1475.0,0,7,0,12,16,12,23,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
14,2900.0,1,8,1,1,2,0,5,53,0,0,-9999,-9999,100000.0,1107,0,0,28195166,0,0,1,3,0,1,31.73,-106.48,30.381,-89.744,3525.43,0,20,5,12,21,1,10,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
15,1472.68,2,8,2,1,2,0,2,53,0,0,-9999,-9999,25000.0,1946,9052,0,0,0,0,1,2,8,8,36.866,-87.489,34.055,-117.766,1476.18,0,10,3,12,19,12,29,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
16,2000.0,1,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,781,3978,0,0,0,0,1,2,0,2,40.116,-88.243,30.454,-91.211,2378.02,0,2,1,12,17,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
17,190.89,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,1341,214,0,0,0,0,1,2,1,2,32.75,-97.33,40.424,-78.434,312.2,0,3,3,12,19,12,22,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
18,0.0,1,7,2,1,2,0,0,53,0,0,-9999,-9999,100000.0,1128,43680,0,0,0,0,1,2,21,2,40.201,-77.189,26.318,-80.092,0.0,0,5,13,12,29,1,3,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
19,748.11,2,8,2,1,2,0,0,53,0,0,-9999,-9999,100000.0,1314,2909,0,0,0,0,1,2,2,2,27.508,-99.503,29.146,-80.998,997.49,0,6,13,12,29,1,4,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
20,2200.0,1,8,1,1,2,0,1,53,102,110,-9999,-9999,100000.0,831,40000,0,28250154,0,0,1,3,0,1,44.089,-87.658,44.089,-87.658,2861.81,0,1,4,12,20,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
21,1115.5,1,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,232,21360,0,0,0,0,1,2,0,2,40.214,-77.009,40.821,-73.214,1296.88,0,1,5,12,21,12,22,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
22,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,29284.0,13,1080,0,0,0,0,1,2,3,3,39.107,-94.591,38.812,-94.532,5.0,0,1,3,12,19,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
23,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,20000.0,698,3740,0,0,0,0,1,2,2,2,49.882,-97.14,40.811,-96.717,5.0,0,9,3,12,19,12,28,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
24,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,1493.25,627,316,0,0,0,0,1,2,1,2,39.926,-83.818,38.812,-94.532,5.0,0,2,3,12,19,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
25,1675.0,1,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,900,28078,0,0,0,0,1,2,15,2,43.098,-77.442,42.518,-92.453,1887.34,0,2,5,12,21,12,23,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
26,729.45,2,8,1,1,0,0,1,53,0,0,-9999,-9999,100000.0,2169,2448,0,0,0,0,1,2,4,4,39.524,-119.815,39.059,-84.708,829.25,0,11,0,12,16,12,27,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
27,873.0,1,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,225,41800,0,0,0,0,1,2,2200,2,39.486,-75.026,40.485,-78.01,878.04,0,1,11,12,27,12,28,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
28,768.0,1,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,397,43682,0,0,0,0,1,2,0,2,37.726,-122.151,34.126,-117.625,777.29,0,1,4,12,20,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
29,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,1633.0,530,126,0,0,0,0,1,2,1,2,41.857,-88.048,38.812,-94.532,5.0,0,1,3,12,19,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
30,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,120000.0,802,879,0,0,0,0,1,2,6,9,41.161,-81.438,38.812,-94.532,5.0,0,2,3,12,19,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
31,443.86,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,1562,268,0,0,0,0,1,2,1,2,36.837,-76.344,29.4925899505615,-98.6166229248047,554.82,0,1,-1,12,15,12,16,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
32,303.36,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,540,550,0,0,0,0,1,2,1,2,42.331,-83.042,42.759,-73.764,489.29,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
33,1430.21,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,1261,2390,0,0,0,0,1,2,3,2,42.331,-83.042,39.807,-104.934,1787.76,0,5,-1,12,15,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
34,3712.11,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,479,8880,0,0,0,0,1,2,16,2,37.403,-79.158,38.254,-85.759,4640.14,0,6,-1,12,15,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
35,3027.95,1,8,1,1,2,0,6,53,0,0,-9999,-9999,100000.0,1486,10,0,28301196,0,0,1,3,10,1,41.924,-89.069,25.76634,-100.18153,3350.0,0,16,11,12,27,1,12,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
36,188.64,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,35,187,0,0,0,0,1,2,1,2,32.925,-97.084,32.484,-97.005,430.8,0,10,4,12,20,12,30,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
37,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,20444.0,546,500,0,0,0,0,1,2,22,44,41.874,-87.651,38.812,-94.532,5.0,0,1,3,12,19,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
38,800.0,1,8,1,1,2,0,1,53,0,0,-10,5,50000.0,381,2000,3,27929855,0,0,1,2,0,1,33.753,-84.388,32.299,-90.182,1750.0,0,0,3,12,19,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
39,570.7,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,498,480,0,0,0,0,1,2,1,2,36.837,-76.344,42.064,-76.048,713.37,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
40,1335.91,1,8,1,1,2,0,0,48,0,0,-9999,-9999,100000.0,271,42736,0,0,0,0,1,2,1,2,33.94,-118.132,36.176,-115.16,1333.76,0,0,4,12,20,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
41,463.89,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,2376,305,0,0,0,0,1,2,1,2,42.331,-83.042,38.0,-122.03,1000.73,0,12,-1,12,15,12,27,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
42,1002.18,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,-1,250,0,0,0,0,1,2,1,2,36.837,-76.344,19.73,-155.09,1252.72,0,26,-1,12,15,1,10,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
43,488.22,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,584,487,0,0,0,0,1,2,1,2,36.837,-76.344,41.991,-70.725,610.27,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
44,433.83,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,302,1295,0,0,0,0,1,2,1,2,42.331,-83.042,41.949,-87.878,542.28,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
45,618.19,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,1283,660,0,0,0,0,1,2,1,2,42.331,-83.042,26.785,-80.058,772.73,0,5,-1,12,15,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
46,199.1,2,8,1,1,0,0,1,53,0,0,-9999,-9999,100.0,161,100,0,0,0,0,1,2,1,2,35.382,-119.011,34.107,-117.371,239.87,0,2,3,12,19,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
47,249.02,2,8,1,1,0,0,1,53,0,0,-9999,-9999,100.0,687,260,0,0,0,0,1,2,1,2,40.869,-82.318,41.636,-70.934,288.44,0,12,0,12,16,12,28,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
48,174.28,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,830,136,0,0,0,0,1,2,1,2,36.837,-76.344,37.088,-88.608,217.85,0,4,-1,12,15,12,19,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
49,481.71,2,8,1,1,2,0,0,53,0,0,-9999,-9999,100000.0,984,275,0,0,0,0,1,2,1,2,36.837,-76.344,42.27,-89.095,602.13,0,6,-1,12,15,12,21,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
50,184.44,2,8,1,1,0,0,1,53,0,0,-9999,-9999,100.0,90,149,0,0,0,0,1,2,1,2,40.851,-74.733,41.375,-74.693,214.44,0,16,3,12,19,1,4,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
51,0.0,2,8,2,1,2,0,5,53,0,0,-9999,-9999,250.32,502,108,0,0,0,0,1,2,1,2,41.12,-87.863,38.812,-94.532,5.0,0,1,3,12,19,12,20,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
52,1152.0,1,8,1,1,2,0,1,53,0,0,-9999,-9999,100000.0,28,30000,0,28288978,0,0,1,3,0,1,33.928,-117.166,33.928,-117.166,1545.0,0,0,1,12,17,12,17,12,16,209057,1582.47823276714,1831.13065675103,1256.569080535091,1486.189233055448,6811.785714285715,0.3828429737685425,26271.3493105437,632.8848424474388,831.9407999393985,1423.997363139157,1677.760836440421,1387.591605252777,1568.66158109487,115.9,13738.04,4.2,3.239,91.7098,102.9025,26137.992,257.897,2545624,207.137
